meal,content,serving_size,calories_per_portion
"BEANS,KIDNEY,RED,MATURE SEEDS,CND,SOL & LIQUIDS",carbohydrt,1 tbsp,81
"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",carbohydrt,1 tbsp,337
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",carbohydrt,,123
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,,123
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",carbohydrt,,329
"BEANS,LIMA,IMMAT SEEDS,CND,REG PK,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",71
"BEANS,LIQ FROM STWD KIDNEY BNS",carbohydrt,,47
"BEANS,MATURE,RED KIDNEY,CND,SOL & LIQ,LO NA",carbohydrt,"1 can, total can contents",81
"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",carbohydrt,,12
"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",carbohydrt,,140
"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,,140
"BEANS,NAVY,MATURE SEEDS,CND",carbohydrt,,113
"BEANS,NAVY,MATURE SEEDS,RAW",carbohydrt,,337
"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",carbohydrt,,78
"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",carbohydrt,,78
"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",carbohydrt,,67
"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",carbohydrt,,149
"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,,149
"BEANS,PINK,MATURE SEEDS,RAW",carbohydrt,,343
"BEANS,PINTO,CND,DRND SOL",carbohydrt,,114
"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,"1 package,  (10 oz) yields",162
"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,"1 package,  (10 oz) yields",162
"BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP",carbohydrt,"1 package,  (10 oz)",170
"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",carbohydrt,,143
"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,1 tbsp,143
"BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",carbohydrt,1 can,117
"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS",carbohydrt,1 can,82
"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA",carbohydrt,"1 can, total can contents",82
"BEANS,PINTO,MATURE SEEDS,RAW",carbohydrt,1 tbsp,347
"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",carbohydrt,,20
"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",carbohydrt,,22
"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",carbohydrt,,62
"BEANS,RED,KIDNEY,MATURE SEEDS,CND,DRND SOL",carbohydrt,,124
"BEANS,SHELLIE,CND,SOL & LIQUIDS",carbohydrt,,30
"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",carbohydrt,,142
"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,,142
"BEANS,SML WHITE,MATURE SEEDS,RAW",carbohydrt,,336
"BEANS,SNAP,CND,ALL STYLES,SEASONED,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",16
"BEANS,SNAP,GREEN,RAW",carbohydrt,"10 beans,  (4"" long)",31
"BEANS,SNAP,GRN VAR,CND,REG PK,SOL&LIQUIDS",carbohydrt,"1 can, total can contents",15
"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",carbohydrt,,35
"BEANS,SNAP,GRN,CKD,BLD,DRND,WO/SALT",carbohydrt,,35
"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",carbohydrt,10 beans,22
"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",15
"BEANS,SNAP,GRN,CND,REG PK,DRND SOL",carbohydrt,10 beans,22
"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED",carbohydrt,,40
"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP",carbohydrt,"1 package,  (10 oz)",39
"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT",carbohydrt,,28
"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,26
"BEANS,SNAP,GRN,MICROWAVED",carbohydrt,,39
"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",carbohydrt,,35
"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",carbohydrt,,35
"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",carbohydrt,10 beans,20
"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",15
"BEANS,SNAP,YEL,CND,REG PK,DRND SOL",carbohydrt,10 beans,20
"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",15
"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",carbohydrt,"1 package,  (10 oz)",33
"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,26
"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,28
"BEANS,SNAP,YELLOW,RAW",carbohydrt,"10 beans,  (4"" long)",31
"BEANS,WHITE,MATURE SEEDS,CKD,BLD,W/ SALT",carbohydrt,,139
"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,1 tbsp,139
"BEANS,WHITE,MATURE SEEDS,CND",carbohydrt,,114
"BEANS,WHITE,MATURE SEEDS,RAW",carbohydrt,1 tbsp,333
"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",carbohydrt,,144
"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",carbohydrt,,144
"BEANS,YEL,MATURE SEEDS,RAW",carbohydrt,,345
"BEAR NAKED,DOUBLE CHOC COOKIES",carbohydrt,,423
"BEAR NAKED,FRUIT & NUT COOKIES",carbohydrt,,443
"BEAR,BLACK,MEAT (ALASKA NATIVE)",protein,,155
"BEAR,POLAR,MEAT,RAW (ALASKA NATIVE)",protein,,130
"BEE,ASTRLN,WAGYU,RB,SMLEND RB STK/RST,BNLS,LN,MRBL SCR 9,RAW",protein,1 roast,330
"BEE,ASTRLN,WGYU,RB,SML END RB STK/RST,BLS,LN,MRBLSCR 4/5,RAW",protein,1 roast,234
"BEECHNUTS,DRIED",carbohydrt,,576
"BEEF BROTH&TOMATO JUC,CND",carbohydrt,"1 can,  (5.5 oz)",37
"BEEF JERKY,CHOPD&FORMED",protein,"1 piece,  large",410
"BEEF MACARONI W/ TOMATO SAU,FRZ ENTREE,RED FAT",carbohydrt,1 oz,113
"BEEF POT PIE,FRZ ENTREE,PREP",carbohydrt,,220
"BEEF SAUSAGE,FRSH,CKD",protein,,332
"BEEF SAUSAGE,PRE-COOKED",protein,,405
"BEEF STEW,CANNED ENTREE",carbohydrt,,99
"Beef, bottom round, roast,lean only, 0"" fat, choice, roasted",protein,"1 roast,  (yield from 627 g raw meat)",185
"BEEF, CHUCK, SHORT RIBS, BNL, 0"" FAT, CHOICE, CKED, BR",protein,1 piece,250
"Beef, ln, top ln stk, bneless lip-on, 1/8"" fat all grdes raw",protein,1 steak,143
"Beef, shoulder steak, boneless, lean only, 0"", choice, grill",protein,,178
"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",protein,,175
"BEEF,ASTRL,WGYU,LN,TP LN STK/RST,BNLS LN, AUS MRBL SC 4/5 RW",protein,1 roast,223
"BEEF,ASTRLIAN,GRSSFD,LOIN,TOP LOIN STEAK/ROAST,BNLESS,LN,RAW",protein,1 roast,131
"BEEF,ASTRLN,GRSFD,RIB,RBEYE STK/RST LIP-ON,BNLS,LN & FAT,RAW",protein,1 roast,217
"BEEF,ASTRLN,GRSFD,RND,TOP RND CAP-OFF STEAK/RST,BNLSS,LN,RAW",protein,1 roast,129
"BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW",protein,1 roast,129
"BEEF,ASTRLN,GRSSFD,LN,TPSRLN CAPOFF STK/RST,BNLS,LN & FT,RAW",protein,1 roast,127
"BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW",protein,1 roast,140
"BEEF,ASTRLN,WAGYU,LN,TNDRLN STK/RST,BNLESS,LN,MRBL SCR 9,RAW",protein,1 steak,237
"BEEF,ASTRLN,WAGYU,LN,TNDRLN STK/RST,BNLS,LN,MRB SCR 4/5,RAW",protein,1 steak,191
"BEEF,ASTRLN,WAGYU,RIB,SMLND RB STK/RST,BNLS,LN &FAT,MRBL SCR",protein,1 roast,317
"BEEF,ASTRLN,WGYU,LN,TNDRLN STK/RST,BNLS,LN&FT,MRBL SCR 9,RAW",protein,1 steak,248
"BEEF,ASTRLN,WGYU,LN,TOPLN STK/RST,BLS,LN&FAT,MRBL SCR 4/5,RW",protein,1 roast,289
"BEEF,ASTRLN,WGYU,LOIN,TOP LN STK/RST,BNLS,LN, MRBL SCR 9,RAW",protein,1 roast,331
"BEEF,ASTRLN,WGYU,RB,SML END RB STK/RST,BNLS,LN &FAT,MRBL SCR",protein,1 roast,405
"BEEF,AUST,WAGYU,LN,TDRLN STK/RST,BNLS,LN&FAT,MRBLSCR 4/5,RAW",protein,1 steak,206
"BEEF,AUSTRALIAN,GRASS-FED,EXTERNAL FAT,RAW",protein,,509
"BEEF,AUSTRALIAN,GRASS-FED,GROUND,85% LN / 15% FAT,RAW",protein,,234
"BEEF,AUSTRALIAN,GRASS-FED,SEAM FAT,RAW",protein,,562
"BEEF,AUSTRALIAN,GRSSFD,LOIN,TNDRLN STEAK/ROAST,BNLESS,LN,RAW",protein,,138
"BEEF,AUSTRALIAN,GRSSFD,RIB,RIBEYE STK/RST LIP-ON,BNLS,LN,RAW",protein,1 roast,160
"BEEF,AUSTRALIAN,GRSSFD,RND,BTTM RND STEAK/ROAST,BNLSS,LN,RAW",protein,1 roast,130
"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,AUST. MARBLE SCORE 9,RAW",protein,,639
"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,MRBL SCR 4/5,RAW",protein,,596
"BEEF,AUSTRALIAN,WAGYU,LOIN,TOP LN STK/RST,LN & FAT,MRBL SCR",protein,1 roast,392
"BEEF,AUSTRALIAN,WAGYU,SEAM FAT,AUST. MARBLE SCORE 9,RAW",protein,,627
"BEEF,AUSTRALIAN,WAGYU,SEAM FAT,MRBL SCR 4/5,RAW",protein,,594
"BEEF,AUSTRALN,GRS-FED,LOIN,TENDRLN STK/RST,BNLS,LN & FAT,RAW",protein,,151
"BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW",protein,1 roast,199
"BEEF,BOLOGNA,RED NA",protein,"1 slice,  medium",310
"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW",protein,1 piece,137
"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW",protein,1 piece,132
"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",protein,1 piece,165
"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",protein,1 piece,169
"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW",protein,1 piece,158
"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW",protein,1 piece,124
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",protein,"1 steak,  (Yield from 448 g raw meat)",221
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",protein,"1 steak,  (yield from 388 g raw meat)",205
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",protein,"1 steak,  (yield from 593 g raw meat)",298
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",protein,1 steak,278
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",protein,1 steak,280
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",protein,1 steak,276
"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 steak,  (Yield from 418 g raw meat)",213
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",protein,"1 steak,  (yield from raw steak weighing 550 g)",289
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",protein,1 steak,277
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",protein,1 steak,212
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",protein,1 steak,198
"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 steak,  (yield from 418g raw meat)",205
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",protein,1 lb,196
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",protein,1 lb,127
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",protein,1 lb,203
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",protein,1 lb,129
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",protein,1 lb,189
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",protein,1 lb,124
"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",358
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",349
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",protein,1 lb,265
"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",244
"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",291
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",331
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",protein,1 lb,251
"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",218
"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",protein,1 lb,155
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW",protein,1 roast,165
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",protein,"1 roast,  (yield from 714 g raw meat)",221
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,RAW",protein,1 roast,174
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",protein,"1 roast,  (yield from 666 g raw meat)",201
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW",protein,1 roast,157
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW",protein,1 roast,142
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD",protein,1 roast,193
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW",protein,1 roast,154
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD",protein,"1 roast,  (yield from 666 g raw meat)",179
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW",protein,1 roast,129
"BEEF,CARCASS,LN&FAT,CHOIC,RAW",protein,1 lb,291
"BEEF,CARCASS,LN&FAT,SEL,RAW",protein,1 lb,278
"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD",protein,1 roast,229
"BEEF,CHCK,CLOD,SHLDR TOP&CNTR STKS,LN & FT,0"",ALL GRDS,GRLD",protein,1 steak,182
"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",protein,1 lb,161
"BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",protein,1 steak,145
"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",CHC,CKD,BRSD",protein,1 roast,306
"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",protein,1 roast,288
"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",protein,1 piece,303
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",protein,1 piece,205
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",protein,1 piece,210
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",protein,1 piece,285
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",protein,1 piece,196
"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0"" FAT,ALL GRDS, RAW",protein,1 piece,146
"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",protein,1 piece,296
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, CKD",protein,1 roast,183
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, RAW",protein,1 roast,137
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,CHOIC,RAW",protein,1 roast,139
"BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD",protein,1 roast,190
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD",protein,1 roast,236
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",CH,CKD,RSTD",protein,1 roast,241
"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",protein,1 steak,283
"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",protein,1 steak,128
"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",protein,1 steak,131
"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",protein,,190
"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",protein,,220
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD",protein,1 steak,227
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW",protein,1 steak,182
"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, CKD",protein,1 steak,209
"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW",protein,1 steak,157
"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW",protein,1 steak,202
"BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",protein,1 steak,140
"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW",protein,1 steak,187
"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw",protein,1 steak,196
"BEEF,CHK,UND BLCNTR STK,BNLESS,DEN CUT,LN,0"" FA, CHOICE, RAW",protein,1 steak,178
"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR",protein,,291
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD",protein,1 steak,236
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW",protein,1 steak,172
"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD",protein,1 steak,215
"BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0"" FA, ALL GRD, RAW",protein,1 steak,170
"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW",protein,1 steak,189
"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",protein,1 roast,231
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD",protein,1 piece,234
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",protein,1 piece,152
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",protein,1 piece,221
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",protein,1 piece,137
"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",protein,1 roast,180
"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,CKD",protein,1 roast,172
"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW",protein,1 roast,133
"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW",protein,1 roast,185
"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW",protein,1 roast,173
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",protein,1 steak,277
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",protein,1 steak,223
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",protein,1 steak,227
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",protein,1 steak,267
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",protein,1 steak,209
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",protein,1 steak,153
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",protein,1 steak,215
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",protein,1 steak,160
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",protein,1 steak,199
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",protein,1 steak,143
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD",protein,1 lb,191
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",protein,,128
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",protein,,194
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",protein,,130
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD",protein,,186
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW",protein,,124
"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",protein,"1 roast,  (yield from 1675 g raw meat)",283
"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",protein,"1 roast,  (yield from 1601 g raw meat)",297
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",302
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",protein,1 lb,244
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",309
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",protein,1 roast,249
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",295
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",protein,1 roast,239
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",protein,"1 roast,  (yield from 1528g raw meat)",212
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",protein,"1 roast,  (yield from 1675 g raw meat)",195
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",protein,1 lb,214
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",protein,1 lb,132
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",protein,1 lb,224
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",protein,1 lb,139
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",protein,1 lb,205
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",protein,1 lb,125
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",341
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",protein,1 lb,248
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",359
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",protein,1 lb,265
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",protein,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",318
